fiscal_year,invoice_date,invoice_number,invoice_amount,payee,payment_date,payment_number,agency,expenditure_type,expenditure_category,spend_category,cost_center,project,program,grant_,fund,financing_source,region,extended_amount,ObjectId
2022,11/1/2021,2372949,28,BEST STAMP & SEAL CO INC,12/2/2021,1181549,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,28,42979
2022,11/4/2021,2374998,184.63,OFFICE DEPOT INC,12/2/2021,1181517,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,184.63,42980
2022,11/19/2021,2383066,519.97,AMAZON COM,12/2/2021,1181472,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,7.21,43064
2022,11/19/2021,2383066,519.97,AMAZON COM,12/2/2021,1181472,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,512.76,43068
2022,5/5/2022,2438813,600,MUHAMMAD ALI MUSEUM & EDUCATION CENTER INC,5/2/2022,1207367,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,600,43608
2022,3/12/2022,2447494,1081.32,VERIZON WIRELESS,5/2/2022,1207419,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Air Cards,,,,,General Fund,,,1081.32,43658
2022,4/7/2022,2447546,2240,G-FIT INC,5/2/2022,1207334,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,2240,43665
2022,3/11/2022,2437200,678.5,BOUND TREE MEDICAL LLC,5/4/2022,1207579,Louisville Metro Police Department,Metro Government Operations,Supplies,Drugs/Medicine Supplies,,,,,State Fund,,,678.5,43891
2022,3/14/2022,2437201,4700,BOUND TREE MEDICAL LLC,5/4/2022,1207579,Louisville Metro Police Department,Metro Government Operations,Supplies,Drugs/Medicine Supplies,,,,,State Fund,,,4700,43895
2022,4/21/2022,2451850,91.7,DIAMOND HOSPITALITY LLC,5/4/2022,1207600,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Grant Other Assistance                            ,,,,,Federally Funded,,,91.7,43899
2022,4/19/2022,2451853,366.8,DIAMOND HOSPITALITY LLC,5/4/2022,1207600,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Grant Other Assistance                            ,,,,,Federally Funded,,,366.8,43903
2022,3/21/2022,2451858,193.3,GARNET HOSPITALITY LLC,5/4/2022,1207610,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Grant Other Assistance                            ,,,,,Federally Funded,,,193.3,43907
2022,4/19/2022,2451856,183.4,SAPPHIRE HOSPITALITY LLC,5/4/2022,1207683,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Grant Other Assistance                            ,,,,,Federally Funded,,,183.4,43910
2022,4/7/2022,2447534,127.56,VP LOUISVILLE LLC,5/4/2022,1207717,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Grant Other Assistance                            ,,,,,Federally Funded,,,127.56,43914
2022,4/7/2022,2447532,389.99,VP LOUISVILLE LLC,5/4/2022,1207717,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Grant Other Assistance                            ,,,,,Federally Funded,,,389.99,43918
2022,4/19/2022,2448891,100.85,BARGAIN SUPPLY COMPANY INC,5/4/2022,1207504,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,100.85,43922
2022,3/30/2022,2451738,739.88,FEDEX,5/2/2022,1207332,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Mail & Shipping                             ,,,,,General Fund,,,739.88,44218
2022,4/16/2022,2451739,173.64,FEDEX,5/2/2022,1207332,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Mail & Shipping                             ,,,,,General Fund,,,173.64,44239
2022,4/6/2022,2438821,668.73,THOROUGHBRED AVIATION MAINTENANCE,5/2/2022,1207388,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Helicopter Maintenance/Repair Services                          ,,,,,General Fund,,,668.73,44245
2022,4/25/2022,2448660,278.01,LOUISVILLE GAS & ELECTRIC COMPANY,4/30/2022,1207250,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,278.01,44306
2022,4/25/2022,2448661,884.57,LOUISVILLE GAS & ELECTRIC COMPANY,4/30/2022,1207250,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,884.57,44310
2022,4/25/2022,2448607,176.94,LOUISVILLE GAS & ELECTRIC COMPANY,4/30/2022,1207250,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,176.94,44904
2022,11/15/2021,2383085,11290,PINEHURST PROPERTIES LLP,12/1/2021,1180802,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Rent Land and Buildings External                          ,,,,,General Fund,,,11290,47218
2022,10/31/2021,2371605,116.25,HIGHWAY SAFETY SERVICES,11/29/2021,1180531,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,116.25,47739
2022,10/31/2021,2371819,62,HIGHWAY SAFETY SERVICES,11/29/2021,1180531,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,62,47740
2022,10/31/2021,2371820,310,HIGHWAY SAFETY SERVICES,11/29/2021,1180531,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,310,47741
2022,10/31/2021,2372347,77.5,HIGHWAY SAFETY SERVICES,11/29/2021,1180531,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,77.5,47742
2022,11/2/2021,2373063,210,CENTRAL BUSINESS EQUIPMENT CO,11/29/2021,1180502,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,210,47743
2022,11/10/2021,2383091,480,FARLEY PRINTING COMPANY INC,12/1/2021,1180847,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Printing/Copying                            ,,,,,General Fund,,,480,47807
2022,11/2/2021,2375849,3080,GREAT LAKES POWER,12/1/2021,1180750,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Maintenance/Repair Services                          ,,,,,General Fund,,,3080,47809
2022,12/1/2021,2375299,6300,SAMANTHA TEMPLE,11/29/2021,1180573,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Rent Land and Buildings External                          ,,,,,General Fund,,,60,48480
2022,12/1/2021,2375299,6300,SAMANTHA TEMPLE,11/29/2021,1180573,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Rent Land and Buildings External                          ,,,,,General Fund,,,6240,48535
2022,11/22/2021,2382345,160.05,LOUISVILLE GAS & ELECTRIC COMPANY,11/29/2021,1180660,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,160.05,48539
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,615.44,48647
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,67.67,48652
2022,10/30/2021,2371832,31.9,TYLER MOUNTAIN WATER CO INC,11/24/2021,1179805,Louisville Metro Police Department,Metro Government Operations,Supplies,Public & Community Relations Supplies                          ,,,,,General Fund,,,31.9,48657
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,222.96,48663
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,70.87,48665
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,958.94,48670
2022,10/4/2021,2380944,27911.15,AT&T SERVICES INC,11/24/2021,1179587,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Air Cards,,,,,General Fund,,,24021.02,48675
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,166.91,48679
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,143.33,48683
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,1206.21,48688
2022,10/31/2021,2381552,30950,DJ LEASING LLC,11/24/2021,1179643,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Automotive Rent,,,,,General Fund,,,30950,48693
2022,9/30/2021,2381553,30950,DJ LEASING LLC,11/24/2021,1179643,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Automotive Rent,,,,,General Fund,,,30950,48698
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,197.68,48702
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,392.3,48911
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,896.06,48912
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,293.57,48913
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,324.32,48914
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,829.94,48915
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,311.48,48916
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,309.6,48917
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,486.77,48918
2022,9/30/2021,2353884,12095.04,CINCINNATI COPIERS INC,11/22/2021,1179311,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,68.38,49605
2022,10/31/2021,2375004,164.16,SPECIFIC WASTE INDUSTRIES LLC,11/22/2021,1179444,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Hazardous Materials Response Supplies                          ,,,,,General Fund,,,164.16,49679
2022,9/30/2021,2353884,12095.04,CINCINNATI COPIERS INC,11/22/2021,1179311,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,961.47,49685
2022,6/15/2021,2375847,75,ROCKY MOUNTAIN LOGISTICS INC,11/22/2021,1179391,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,75,49691
2022,9/8/2021,2375583,175,ROCKY MOUNTAIN LOGISTICS INC,11/22/2021,1179391,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,175,49701
2022,6/15/2021,2375584,100,ROCKY MOUNTAIN LOGISTICS INC,11/22/2021,1179391,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,100,49707
2022,4/27/2021,2375309,90,ROCKY MOUNTAIN LOGISTICS INC,11/22/2021,1179391,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,90,49713
2022,5/25/2021,2375310,90,ROCKY MOUNTAIN LOGISTICS INC,11/22/2021,1179391,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,90,49720
2022,9/8/2021,2375307,75,ROCKY MOUNTAIN LOGISTICS INC,11/22/2021,1179391,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,75,49727
2022,9/30/2021,2353884,12095.04,CINCINNATI COPIERS INC,11/22/2021,1179311,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,163.13,49733
2022,9/30/2021,2353884,12095.04,CINCINNATI COPIERS INC,11/22/2021,1179311,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,1711.49,49742
2022,9/30/2021,2353884,12095.04,CINCINNATI COPIERS INC,11/22/2021,1179311,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,119.12,49749
2022,9/30/2021,2353884,12095.04,CINCINNATI COPIERS INC,11/22/2021,1179311,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,215.77,49755
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,156.09,49790
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,51.36,49791
2022,9/10/2021,2349720,13302.23,FAMILY & CHILDRENS PLACE INC,11/24/2021,1179654,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Rent Land and Buildings External                          ,,,,,General Fund,,,13302.23,49792
2022,7/9/2021,2349715,13040.77,FAMILY & CHILDRENS PLACE INC,11/24/2021,1179654,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Rent Land and Buildings External                          ,,,,,General Fund,,,13040.77,49793
2022,8/11/2021,2349718,13331.7,FAMILY & CHILDRENS PLACE INC,11/24/2021,1179654,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Rent Land and Buildings External                          ,,,,,General Fund,,,13331.7,49794
2022,10/7/2021,2353914,13139.56,FAMILY & CHILDRENS PLACE INC,11/24/2021,1179654,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Rent Land and Buildings External                          ,,,,,General Fund,,,13139.56,49795
2022,11/10/2021,2375840,13008.76,FAMILY & CHILDRENS PLACE INC,11/24/2021,1179654,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Rent Land and Buildings External                          ,,,,,General Fund,,,13008.76,49796
2022,10/29/2021,2372414,12241.98,CINCINNATI COPIERS INC,11/24/2021,1179621,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Rental,,,,,General Fund,,,525.09,49797
